Country,Satellite Altimetry Year,Satellite Altimetry
Equatorial Guinea,2018.9166,53.495392
Equatorial Guinea,2019,85.624255
Equatorial Guinea,2019.0834,118.88132
Equatorial Guinea,2019.1666,93.107246
Equatorial Guinea,2019.25,80.85045
Equatorial Guinea,2019.3334,28.200269
Equatorial Guinea,2019.4166,22.845494
Equatorial Guinea,2019.5,18.384645
Equatorial Guinea,2019.5834,20.851785
Equatorial Guinea,2019.6666,80.18714
Equatorial Guinea,2019.75,155.53111
Equatorial Guinea,2019.8334,162.60692
Equatorial Guinea,2019.9166,108.08284
Equatorial Guinea,2020,77.663206
Equatorial Guinea,2020.0834,82.514815
Equatorial Guinea,2020.1666,91.46554
Equatorial Guinea,2020.25,81.9563
Equatorial Guinea,2020.3334,42.24568
Equatorial Guinea,2020.4166,4.204575
Equatorial Guinea,2020.5,11.456235
Equatorial Guinea,2020.5834,29.062945
Equatorial Guinea,2020.6666,60.174294
Equatorial Guinea,2020.75,114.28269
Equatorial Guinea,2020.8334,131.63851
Equatorial Guinea,2020.9166,51.056616
Equatorial Guinea,2021,59.29731
Equatorial Guinea,2021.0834,98.57019
Equatorial Guinea,2021.1666,85.05013
Equatorial Guinea,2021.25,63.56226
Equatorial Guinea,2021.3334,69.26942
Equatorial Guinea,2021.4166,36.771398
Equatorial Guinea,2021.5,34.40962
Equatorial Guinea,2021.5834,36.42227
Equatorial Guinea,2021.6666,70.42468
Equatorial Guinea,2021.75,148.22297
Equatorial Guinea,2021.8334,124.01329
Equatorial Guinea,2021.9166,62.13504
Equatorial Guinea,2022,10.999736
Equatorial Guinea,2022.0834,55.38994
Equatorial Guinea,2022.1666,88.28473
Equatorial Guinea,2022.25,47.675643
Equatorial Guinea,2022.3334,45.432862
Equatorial Guinea,2022.4166,33.32009
Equatorial Guinea,2022.5,1.741241
Equatorial Guinea,2022.5834,25.381137
Equatorial Guinea,2022.6666,70.7302
Equatorial Guinea,2022.75,154.04004
Equatorial Guinea,2022.8334,124.14116
Equatorial Guinea,2022.9166,70.46621
Equatorial Guinea,2023,67.575365
Equatorial Guinea,2023.0834,105.283804
Equatorial Guinea,2023.1666,98.18635
Equatorial Guinea,2023.25,155.93107
Equatorial Guinea,2023.3334,91.91836
Equatorial Guinea,2023.4166,34.127936
Equatorial Guinea,2023.5,26.490094
Equatorial Guinea,2023.5834,41.278053
Equatorial Guinea,2023.6666,90.29106
Equatorial Guinea,2023.75,160.57378
Equatorial Guinea,2023.8334,143.97754
Equatorial Guinea,2023.9166,136.95797
Equatorial Guinea,2024,72.43549
Equatorial Guinea,2024.0834,74.37526
Equatorial Guinea,2024.1666,147.82043
Equatorial Guinea,2024.25,133.2378
Equatorial Guinea,2024.3334,66.2631
Equatorial Guinea,2024.4166,17.959042
Equatorial Guinea,2024.5,21.097772
Equatorial Guinea,2024.5834,47.27723
Equatorial Guinea,2024.6666,134.34705
Equatorial Guinea,2024.75,160.67311
Equatorial Guinea,2024.8334,127.40582
Equatorial Guinea,2024.9166,94.45091
Eritrea,1992.0834,
Eritrea,1992.1666,
Eritrea,1992.25,
Eritrea,1992.3334,
Eritrea,1992.4166,
Eritrea,1992.5,
Eritrea,1992.5834,
Eritrea,1992.6666,
Eritrea,1992.75,-52.32011
Eritrea,1992.8334,59.275117
Eritrea,1992.9166,116.85787
Eritrea,1993,147.88498
Eritrea,1993.0834,32.517586
Eritrea,1993.1666,85.917026
Eritrea,1993.25,49.777202
Eritrea,1993.3334,-6.257414
Eritrea,1993.4166,-78.95384
Eritrea,1993.5,-116.742544
Eritrea,1993.5834,-195.47056
Eritrea,1993.6666,-201.5947
Eritrea,1993.75,-36.60217
Eritrea,1993.8334,36.01827
Eritrea,1993.9166,93.68313
Eritrea,1994,168.34262
Eritrea,1994.0834,91.16141
Eritrea,1994.1666,94.232686
Eritrea,1994.25,65.76145
Eritrea,1994.3334,-30.654281
Eritrea,1994.4166,-129.72623
Eritrea,1994.5,-237.7068
Eritrea,1994.5834,-218.95498
Eritrea,1994.6666,-170.54297
Eritrea,1994.75,-35.05668
Eritrea,1994.8334,80.91227
Eritrea,1994.9166,54.674648
Eritrea,1995,111.16568
Eritrea,1995.0834,4.98204
Eritrea,1995.1666,60.274813
Eritrea,1995.25,133.9007
Eritrea,1995.3334,18.502045
Eritrea,1995.4166,-57.813797
Eritrea,1995.5,-173.0323
Eritrea,1995.5834,-189.10962
Eritrea,1995.6666,-159.22976
Eritrea,1995.75,-114.848725
Eritrea,1995.8334,-4.838979
Eritrea,1995.9166,118.75916
Eritrea,1996,127.18415
Eritrea,1996.0834,76.64739
Eritrea,1996.1666,55.09165
Eritrea,1996.25,22.169461
Eritrea,1996.3334,-26.436625
Eritrea,1996.4166,-125.25077
Eritrea,1996.5,-184.4351
Eritrea,1996.5834,-226.4803
Eritrea,1996.6666,-138.08823
Eritrea,1996.75,-66.94538
Eritrea,1996.8334,93.7777
Eritrea,1996.9166,83.18472
Eritrea,1997,122.44041
Eritrea,1997.0834,-19.101674
Eritrea,1997.1666,-26.943162
Eritrea,1997.25,65.41807
Eritrea,1997.3334,17.196763
Eritrea,1997.4166,-56.387845
Eritrea,1997.5,-159.04942
Eritrea,1997.5834,-199.44704
Eritrea,1997.6666,-108.005546
Eritrea,1997.75,-10.39975
Eritrea,1997.8334,112.44832
Eritrea,1997.9166,92.182375
Eritrea,1998,29.282631
Eritrea,1998.0834,52.012943
Eritrea,1998.1666,147.39344
Eritrea,1998.25,64.18794
Eritrea,1998.3334,-4.429557
Eritrea,1998.4166,-149.7173
Eritrea,1998.5,-161.4468
Eritrea,1998.5834,-171.23555
Eritrea,1998.6666,-191.18965
Eritrea,1998.75,-117.28238
Eritrea,1998.8334,44.35726
Eritrea,1998.9166,67.06534
Eritrea,1999,133.45681
Eritrea,1999.0834,111.73417
Eritrea,1999.1666,58.147646
Eritrea,1999.25,47.330912
Eritrea,1999.3334,-41.114464
Eritrea,1999.4166,-71.91235
Eritrea,1999.5,-201.2744
Eritrea,1999.5834,-213.10237
Eritrea,1999.6666,-193.83465
Eritrea,1999.75,-124.31229
Eritrea,1999.8334,-5.495751
Eritrea,1999.9166,120.43775
Eritrea,2000,44.342738
Eritrea,2000.0834,-31.112015
Eritrea,2000.1666,20.322341
Eritrea,2000.25,8.73145
Eritrea,2000.3334,-67.96426
Eritrea,2000.4166,-147.72569
Eritrea,2000.5,-169.07628
Eritrea,2000.5834,-215.65916
Eritrea,2000.6666,-192.65714
Eritrea,2000.75,-110.533156
Eritrea,2000.8334,69.040194
Eritrea,2000.9166,16.181799
Eritrea,2001,53.374436
Eritrea,2001.0834,32.083116
Eritrea,2001.1666,61.81245
Eritrea,2001.25,-3.126469
Eritrea,2001.3334,-14.858545
Eritrea,2001.4166,-123.26928
Eritrea,2001.5,-205.70298
Eritrea,2001.5834,-201.70943
Eritrea,2001.6666,-128.34127
Eritrea,2001.75,-30.645575
Eritrea,2001.8334,24.79534
Eritrea,2001.9166,89.91429
Eritrea,2002,59.176166
Eritrea,2002.0834,124.57463
Eritrea,2002.1666,90.16498
Eritrea,2002.25,13.374517
Eritrea,2002.3334,-50.124
Eritrea,2002.4166,-115.350634
Eritrea,2002.5,-138.25406
Eritrea,2002.5834,-169.4537
Eritrea,2002.6666,-134.05833
Eritrea,2002.75,9.67715
Eritrea,2002.8334,12.46598
Eritrea,2002.9166,38.485173
Eritrea,2003,108.154684
Eritrea,2003.0834,95.91263
Eritrea,2003.1666,36.983747
Eritrea,2003.25,79.37093
Eritrea,2003.3334,29.790776
Eritrea,2003.4166,-95.73002
Eritrea,2003.5,-168.44146
Eritrea,2003.5834,-200.57368
Eritrea,2003.6666,-116.12018
Eritrea,2003.75,-38.335122
Eritrea,2003.8334,43.34063
Eritrea,2003.9166,116.676494
Eritrea,2004,108.79502
Eritrea,2004.0834,111.95155
Eritrea,2004.1666,39.302327
Eritrea,2004.25,47.86732
Eritrea,2004.3334,-12.865259
Eritrea,2004.4166,-93.90306
Eritrea,2004.5,-146.11356
Eritrea,2004.5834,-197.43685
Eritrea,2004.6666,-145.55264
Eritrea,2004.75,-33.673707
Eritrea,2004.8334,93.54116
Eritrea,2004.9166,131.8986
Eritrea,2005,39.60847
Eritrea,2005.0834,111.027054
Eritrea,2005.1666,98.55735
Eritrea,2005.25,51.484507
Eritrea,2005.3334,37.05572
Eritrea,2005.4166,-59.772912
Eritrea,2005.5,-172.56656
Eritrea,2005.5834,-199.50044
Eritrea,2005.6666,-168.21541
Eritrea,2005.75,-77.3931
Eritrea,2005.8334,19.565964
Eritrea,2005.9166,151.43953
Eritrea,2006,124.54658
Eritrea,2006.0834,120.60787
Eritrea,2006.1666,79.72223
Eritrea,2006.25,44.383083
Eritrea,2006.3334,-17.043337
Eritrea,2006.4166,-32.31461
Eritrea,2006.5,-95.876746
Eritrea,2006.5834,-196.48881
Eritrea,2006.6666,-169.90912
Eritrea,2006.75,-19.845273
Eritrea,2006.8334,-0.619442
Eritrea,2006.9166,64.346634
Eritrea,2007,156.98494
Eritrea,2007.0834,72.37579
Eritrea,2007.1666,45.21622
Eritrea,2007.25,71.58195
Eritrea,2007.3334,13.882781
Eritrea,2007.4166,-81.69686
Eritrea,2007.5,-159.9796
Eritrea,2007.5834,-205.95875
Eritrea,2007.6666,-186.7802
Eritrea,2007.75,-3.610087
Eritrea,2007.8334,52.691355
Eritrea,2007.9166,108.41213
Eritrea,2008,158.0277
Eritrea,2008.0834,135.52532
Eritrea,2008.1666,84.62409
Eritrea,2008.25,39.378367
Eritrea,2008.3334,40.46686
Eritrea,2008.4166,-95.89549
Eritrea,2008.5,-149.45175
Eritrea,2008.5834,-136.1196
Eritrea,2008.6666,-78.2269
Eritrea,2008.75,-3.299043
Eritrea,2008.8334,129.24024
Eritrea,2008.9166,188.29693
Eritrea,2009,179.97229
Eritrea,2009.0834,159.41338
Eritrea,2009.1666,129.42964
Eritrea,2009.25,110.791884
Eritrea,2009.3334,70.41989
Eritrea,2009.4166,24.031145
Eritrea,2009.5,-110.842496
Eritrea,2009.5834,-150.08837
Eritrea,2009.6666,-121.835746
Eritrea,2009.75,1.049768
Eritrea,2009.8334,97.688474
Eritrea,2009.9166,114.79936
Eritrea,2010,174.86471
Eritrea,2010.0834,181.83626
Eritrea,2010.1666,122.86401
Eritrea,2010.25,128.06512
Eritrea,2010.3334,91.94603
Eritrea,2010.4166,9.771076
Eritrea,2010.5,-80.62847
Eritrea,2010.5834,-137.6583
Eritrea,2010.6666,-74.58393
Eritrea,2010.75,12.5193
Eritrea,2010.8334,143.27568
Eritrea,2010.9166,172.88259
Eritrea,2011,182.34244
Eritrea,2011.0834,101.66033
Eritrea,2011.1666,125.46161
Eritrea,2011.25,132.15806
Eritrea,2011.3334,32.343004
Eritrea,2011.4166,-79.57792
Eritrea,2011.5,-112.63972
Eritrea,2011.5834,-164.73486
Eritrea,2011.6666,-127.98421
Eritrea,2011.75,-29.695513
Eritrea,2011.8334,95.22757
Eritrea,2011.9166,145.78398
Eritrea,2012,135.09098
Eritrea,2012.0834,168.14204
Eritrea,2012.1666,81.41592
Eritrea,2012.25,163.50515
Eritrea,2012.3334,116.231404
Eritrea,2012.4166,-39.837893
Eritrea,2012.5,-108.02768
Eritrea,2012.5834,-123.666994
Eritrea,2012.6666,-101.039626
Eritrea,2012.75,27.180422
Eritrea,2012.8334,76.148294
Eritrea,2012.9166,120.3028
Eritrea,2013,117.72974
Eritrea,2013.0834,188.22865
Eritrea,2013.1666,145.028
Eritrea,2013.25,119.362906
Eritrea,2013.3334,96.061334
Eritrea,2013.4166,-35.57934
Eritrea,2013.5,-122.45876
Eritrea,2013.5834,-139.36387
Eritrea,2013.6666,-130.86702
Eritrea,2013.75,12.829482
Eritrea,2013.8334,119.65522
Eritrea,2013.9166,177.42577
Eritrea,2014,190.96264
Eritrea,2014.0834,171.12932
Eritrea,2014.1666,166.55743
Eritrea,2014.25,115.66797
Eritrea,2014.3334,31.450298
Eritrea,2014.4166,-4.361481
Eritrea,2014.5,-79.246886
Eritrea,2014.5834,-121.91906
Eritrea,2014.6666,-108.95359
Eritrea,2014.75,-13.557668
Eritrea,2014.8334,116.46691
Eritrea,2014.9166,181.21754
Eritrea,2015,140.66415
Eritrea,2015.0834,164.89126
Eritrea,2015.1666,185.71049
Eritrea,2015.25,94.22932
Eritrea,2015.3334,137.56616
Eritrea,2015.4166,-5.362487
Eritrea,2015.5,-50.353494
Eritrea,2015.5834,-45.74374
Eritrea,2015.6666,0.602434
Eritrea,2015.75,88.56576
Eritrea,2015.8334,154.30936
Eritrea,2015.9166,180.51712
Eritrea,2016,237.94526
Eritrea,2016.0834,203.10439
Eritrea,2016.1666,188.47981
Eritrea,2016.25,189.81975
Eritrea,2016.3334,78.27386
Eritrea,2016.4166,33.123937
Eritrea,2016.5,-42.71447
Eritrea,2016.5834,-111.53232
Eritrea,2016.6666,-81.75865
Eritrea,2016.75,15.314363
Eritrea,2016.8334,147.63853
Eritrea,2016.9166,126.7997
Eritrea,2017,201.4392
Eritrea,2017.0834,236.03967
Eritrea,2017.1666,170.05515
Eritrea,2017.25,140.27892
Eritrea,2017.3334,79.780586
Eritrea,2017.4166,12.804945
Eritrea,2017.5,-42.744134
Eritrea,2017.5834,-143.53135
Eritrea,2017.6666,-73.43139
Eritrea,2017.75,34.4971
Eritrea,2017.8334,168.01497
Eritrea,2017.9166,191.16631
Eritrea,2018,138.81938
Eritrea,2018.0834,232.64962
Eritrea,2018.1666,117.45706
Eritrea,2018.25,119.47447
Eritrea,2018.3334,117.13211
Eritrea,2018.4166,7.411218
Eritrea,2018.5,-112.41748
Eritrea,2018.5834,-174.02533
Eritrea,2018.6666,-51.77474
Eritrea,2018.75,50.238833
Eritrea,2018.8334,93.41999
Eritrea,2018.9166,147.52397
Eritrea,2019,201.36683
Eritrea,2019.0834,136.80881
Eritrea,2019.1666,176.34557
Eritrea,2019.25,144.02969
Eritrea,2019.3334,169.31653
Eritrea,2019.4166,23.235897
Eritrea,2019.5,-61.27426
Eritrea,2019.5834,-140.96001
Eritrea,2019.6666,-36.717445
Eritrea,2019.75,72.5761
Eritrea,2019.8334,195.0222
Eritrea,2019.9166,200.34437
Eritrea,2020,140.4507
Eritrea,2020.0834,85.84117
Eritrea,2020.1666,178.42655
Eritrea,2020.25,142.55029
Eritrea,2020.3334,86.361445
Eritrea,2020.4166,25.615945
Eritrea,2020.5,-41.483864
Eritrea,2020.5834,-68.570845
Eritrea,2020.6666,-29.24555
Eritrea,2020.75,61.932564
Eritrea,2020.8334,186.6567
Eritrea,2020.9166,210.73914
Eritrea,2021,300.9942
Eritrea,2021.0834,178.25237
Eritrea,2021.1666,199.39525
Eritrea,2021.25,142.48571
Eritrea,2021.3334,124.54394
Eritrea,2021.4166,-5.92613
Eritrea,2021.5,-22.995032
Eritrea,2021.5834,-42.339355
Eritrea,2021.6666,-49.47731
Eritrea,2021.75,58.194634
Eritrea,2021.8334,143.53812
Eritrea,2021.9166,281.20288
Eritrea,2022,153.19733
Eritrea,2022.0834,199.1438
Eritrea,2022.1666,145.65845
Eritrea,2022.25,160.37157
Eritrea,2022.3334,21.535616
Eritrea,2022.4166,41.08583
Eritrea,2022.5,-99.97616
Eritrea,2022.5834,-73.85637
Eritrea,2022.6666,-57.230927
Eritrea,2022.75,48.769157
Eritrea,2022.8334,131.4505
Eritrea,2022.9166,183.81041
Eritrea,2023,196.6791
Eritrea,2023.0834,209.3621
Eritrea,2023.1666,153.82546
Eritrea,2023.25,165.08538
Eritrea,2023.3334,184.80891
Eritrea,2023.4166,60.117185
Eritrea,2023.5,-41.189943
Eritrea,2023.5834,-52.537404
Eritrea,2023.6666,-31.597678
Eritrea,2023.75,74.01761
Eritrea,2023.8334,151.65295
Eritrea,2023.9166,206.41664
Eritrea,2024,174.96637
Eritrea,2024.0834,116.65703
Eritrea,2024.1666,226.74459
Eritrea,2024.25,167.72088
Eritrea,2024.3334,112.619966
Eritrea,2024.4166,71.194015
Eritrea,2024.5,-52.79928
Eritrea,2024.5834,-110.27713
Eritrea,2024.6666,-110.75174
Eritrea,2024.75,36.26177
Eritrea,2024.8334,128.35841
Eritrea,2024.9166,162.12982
Estonia,1992.0834,
Estonia,1992.1666,
Estonia,1992.25,
Estonia,1992.3334,
Estonia,1992.4166,
Estonia,1992.5,
Estonia,1992.5834,
Estonia,1992.6666,
Estonia,1992.75,-136.61563
Estonia,1992.8334,28.55465
Estonia,1992.9166,222.28858
Estonia,1993,217.76341
Estonia,1993.0834,312.6669
Estonia,1993.1666,40.0382
Estonia,1993.25,-184.99677
Estonia,1993.3334,-222.8081
Estonia,1993.4166,-18.201895
Estonia,1993.5,117.53845
Estonia,1993.5834,137.7022
Estonia,1993.6666,-111.94631
Estonia,1993.75,-171.94682
Estonia,1993.8334,-185.0997
Estonia,1993.9166,-120.77209
Estonia,1994,10.379091
Estonia,1994.0834,-76.300025
Estonia,1994.1666,-79.24884
Estonia,1994.25,-82.44738
Estonia,1994.3334,-219.48177
Estonia,1994.4166,111.73885
Estonia,1994.5,-4.333065
Estonia,1994.5834,-90.98001
Estonia,1994.6666,-28.213939
Estonia,1994.75,107.7372
Estonia,1994.8334,65.71597
Estonia,1994.9166,235.75808
Estonia,1995,169.15284
Estonia,1995.0834,228.59952
Estonia,1995.1666,94.7719
Estonia,1995.25,134.5013
Estonia,1995.3334,-57.612658
Estonia,1995.4166,-56.78029
Estonia,1995.5,3.637317
Estonia,1995.5834,-49.57513
Estonia,1995.6666,-122.42969
Estonia,1995.75,179.02035
Estonia,1995.8334,133.58366
Estonia,1995.9166,-132.58418
Estonia,1996,-202.18074
Estonia,1996.0834,-351.81615
Estonia,1996.1666,-285.22193
Estonia,1996.25,-228.56218
Estonia,1996.3334,-154.97045
Estonia,1996.4166,-39.353225
Estonia,1996.5,100.19579
Estonia,1996.5834,-86.17543
Estonia,1996.6666,-209.87977
Estonia,1996.75,-54.394796
Estonia,1996.8334,140.89078
Estonia,1996.9166,34.86045
Estonia,1997,2.31207
Estonia,1997.0834,109.62673
Estonia,1997.1666,136.04432
Estonia,1997.25,82.6156
Estonia,1997.3334,-62.39402
Estonia,1997.4166,-136.87645
Estonia,1997.5,-171.94352
Estonia,1997.5834,-115.47518
Estonia,1997.6666,222.5573
Estonia,1997.75,224.80515
Estonia,1997.8334,-53.847406
Estonia,1997.9166,-138.58874
Estonia,1998,14.076122
Estonia,1998.0834,169.95788
Estonia,1998.1666,131.36761
Estonia,1998.25,-321.9044
Estonia,1998.3334,-149.75877
Estonia,1998.4166,-59.713088
Estonia,1998.5,127.12535
Estonia,1998.5834,175.11033
Estonia,1998.6666,12.509242
Estonia,1998.75,-79.987034
Estonia,1998.8334,185.37249
Estonia,1998.9166,48.994794
Estonia,1999,86.258136
Estonia,1999.0834,65.05787
Estonia,1999.1666,-82.27919
Estonia,1999.25,-72.37158
Estonia,1999.3334,-165.00466
Estonia,1999.4166,-76.62765
Estonia,1999.5,-19.60856
Estonia,1999.5834,-44.431835
Estonia,1999.6666,-91.86047
Estonia,1999.75,86.74402
Estonia,1999.8334,69.28947
Estonia,1999.9166,246.38538
Estonia,2000,255.05352
Estonia,2000.0834,284.88848
Estonia,2000.1666,241.28735
Estonia,2000.25,-167.12306
Estonia,2000.3334,-168.51006
Estonia,2000.4166,56.884106
Estonia,2000.5,80.40067
Estonia,2000.5834,99.75527
Estonia,2000.6666,-34.107294
Estonia,2000.75,-164.21393
Estonia,2000.8334,-110.49966
Estonia,2000.9166,5.909778
Estonia,2001,-35.07316
Estonia,2001.0834,-102.14931
Estonia,2001.1666,-186.03618
Estonia,2001.25,-197.26174
Estonia,2001.3334,-119.117044
Estonia,2001.4166,29.176481
Estonia,2001.5,-35.829846
Estonia,2001.5834,79.208866
Estonia,2001.6666,63.9406
Estonia,2001.75,69.667496
Estonia,2001.8334,298.56098
Estonia,2001.9166,78.19652
Estonia,2002,174.47805
Estonia,2002.0834,309.68696
Estonia,2002.1666,284.32962
Estonia,2002.25,-146.50089
Estonia,2002.3334,-156.56027
Estonia,2002.4166,-48.312813
Estonia,2002.5,82.172096
Estonia,2002.5834,-85.811146
Estonia,2002.6666,-70.37401
Estonia,2002.75,-207.67868
Estonia,2002.8334,-138.36744
Estonia,2002.9166,-271.34794
Estonia,2003,-49.76101
Estonia,2003.0834,-39.60125
Estonia,2003.1666,-149.89123
Estonia,2003.25,-152.27136
Estonia,2003.3334,-124.68757
Estonia,2003.4166,9.830945
Estonia,2003.5,24.71995
Estonia,2003.5834,39.70553
Estonia,2003.6666,58.58538
Estonia,2003.75,96.035406
Estonia,2003.8334,-7.330201
Estonia,2003.9166,120.05602
Estonia,2004,-38.819946
Estonia,2004.0834,6.423677
Estonia,2004.1666,-83.01457
Estonia,2004.25,-174.61827
Estonia,2004.3334,-108.857505
Estonia,2004.4166,31.98033
Estonia,2004.5,112.59691
Estonia,2004.5834,-52.110173
Estonia,2004.6666,123.655945
Estonia,2004.75,105.90037
Estonia,2004.8334,83.83622
Estonia,2004.9166,232.62377
Estonia,2005,409.65614
Estonia,2005.0834,26.505504
Estonia,2005.1666,-177.74388
Estonia,2005.25,-223.47495
Estonia,2005.3334,-95.19842
Estonia,2005.4166,0.456815
Estonia,2005.5,17.852515
Estonia,2005.5834,139.13794
Estonia,2005.6666,71.786664
Estonia,2005.75,12.390895
Estonia,2005.8334,109.993204
Estonia,2005.9166,-28.731657
Estonia,2006,-84.185556
Estonia,2006.0834,-186.60553
Estonia,2006.1666,-311.61326
Estonia,2006.25,-132.00065
Estonia,2006.3334,-186.54798
Estonia,2006.4166,-4.798391
Estonia,2006.5,-49.192958
Estonia,2006.5834,-93.03844
Estonia,2006.6666,88.85322
Estonia,2006.75,38.185418
Estonia,2006.8334,274.61293
Estonia,2006.9166,353.29157
Estonia,2007,426.62102
Estonia,2007.0834,93.33723
Estonia,2007.1666,6.004401
Estonia,2007.25,24.62695
Estonia,2007.3334,-39.55884
Estonia,2007.4166,-99.93484
Estonia,2007.5,93.39077
Estonia,2007.5834,70.669346
Estonia,2007.6666,219.39221
Estonia,2007.75,80.02811
Estonia,2007.8334,105.22778
Estonia,2007.9166,171.2499
Estonia,2008,42.09849
Estonia,2008.0834,250.0267
Estonia,2008.1666,137.78879
Estonia,2008.25,-139.04923
Estonia,2008.3334,-187.0551
Estonia,2008.4166,-94.00404
Estonia,2008.5,50.54774
Estonia,2008.5834,22.774708
Estonia,2008.6666,-39.98152
Estonia,2008.75,222.36261
Estonia,2008.8334,187.56348
Estonia,2008.9166,132.39574
Estonia,2009,-10.80395
Estonia,2009.0834,-187.00251
Estonia,2009.1666,-144.71047
Estonia,2009.25,-180.35752
Estonia,2009.3334,-111.86449
Estonia,2009.4166,1.459064
Estonia,2009.5,-8.242413
Estonia,2009.5834,67.28967
Estonia,2009.6666,176.66174
Estonia,2009.75,156.26082
Estonia,2009.8334,-149.35924
Estonia,2009.9166,-119.478084
Estonia,2010,-236.07987
Estonia,2010.0834,-328.2727
Estonia,2010.1666,-115.4855
Estonia,2010.25,-96.981816
Estonia,2010.3334,-81.18869
Estonia,2010.4166,-32.417193
Estonia,2010.5,-10.829872
Estonia,2010.5834,10.391774
Estonia,2010.6666,-12.309148
Estonia,2010.75,-54.485805
Estonia,2010.8334,8.548889
Estonia,2010.9166,-143.64347
Estonia,2011,-20.3275
Estonia,2011.0834,46.96451
Estonia,2011.1666,-97.65528
Estonia,2011.25,-6.797243
Estonia,2011.3334,-100.23933
Estonia,2011.4166,16.599279
Estonia,2011.5,-18.525489
Estonia,2011.5834,21.748347
Estonia,2011.6666,149.97905
Estonia,2011.75,263.81737
Estonia,2011.8334,53.6734
Estonia,2011.9166,327.13458
Estonia,2012,358.8754
Estonia,2012.0834,-45.590464
Estonia,2012.1666,70.44696
Estonia,2012.25,-63.47987
Estonia,2012.3334,-67.08268
Estonia,2012.4166,-31.03547
Estonia,2012.5,48.79462
Estonia,2012.5834,53.010155
Estonia,2012.6666,208.03952
Estonia,2012.75,187.89679
Estonia,2012.8334,144.38142
Estonia,2012.9166,-119.17696
Estonia,2013,-86.98311
Estonia,2013.0834,-80.508105
Estonia,2013.1666,-335.94576
Estonia,2013.25,-190.33086
Estonia,2013.3334,-152.02838
Estonia,2013.4166,-92.28776
Estonia,2013.5,29.573645
Estonia,2013.5834,59.44244
Estonia,2013.6666,-1.212247
Estonia,2013.75,-69.11675
Estonia,2013.8334,224.9885
Estonia,2013.9166,311.80632
Estonia,2014,33.507023
Estonia,2014.0834,-291.9531
Estonia,2014.1666,-52.497275
Estonia,2014.25,-68.09824
Estonia,2014.3334,-126.69016
Estonia,2014.4166,-67.27001
Estonia,2014.5,-75.61867
Estonia,2014.5834,12.804304
Estonia,2014.6666,-33.95129
Estonia,2014.75,-74.27026
Estonia,2014.8334,-97.96188
Estonia,2014.9166,85.01342
Estonia,2015,359.14165
Estonia,2015.0834,93.320884
Estonia,2015.1666,-9.335611
Estonia,2015.25,24.556316
Estonia,2015.3334,48.57654
Estonia,2015.4166,130.90336
Estonia,2015.5,111.15603
Estonia,2015.5834,-2.712456
Estonia,2015.6666,-39.121307
Estonia,2015.75,-69.05687
Estonia,2015.8334,175.95492
Estonia,2015.9166,514.9854
Estonia,2016,-49.230263
Estonia,2016.0834,119.25275
Estonia,2016.1666,-103.35122
Estonia,2016.25,-74.539766
Estonia,2016.3334,-113.257766
Estonia,2016.4166,-179.91707
Estonia,2016.5,49.71532
Estonia,2016.5834,191.12097
Estonia,2016.6666,84.30507
Estonia,2016.75,-157.31063
Estonia,2016.8334,-79.01525
Estonia,2016.9166,242.1629
Estonia,2017,215.2712
Estonia,2017.0834,-135.69853
Estonia,2017.1666,-35.868213
Estonia,2017.25,48.26891
Estonia,2017.3334,-91.00774
Estonia,2017.4166,42.765222
Estonia,2017.5,67.46996
Estonia,2017.5834,93.94867
Estonia,2017.6666,44.673484
Estonia,2017.75,91.15073
Estonia,2017.8334,254.9339
Estonia,2017.9166,287.4664
Estonia,2018,91.45076
Estonia,2018.0834,-44.559572
Estonia,2018.1666,-332.13845
Estonia,2018.25,-228.1829
Estonia,2018.3334,-141.39748
Estonia,2018.4166,-130.37193
Estonia,2018.5,-35.650823
Estonia,2018.5834,46.06719
Estonia,2018.6666,159.01273
Estonia,2018.75,242.25585
Estonia,2018.8334,-10.539075
Estonia,2018.9166,-61.470836
Estonia,2019,59.330363
Estonia,2019.0834,-3.417866
Estonia,2019.1666,78.36858
Estonia,2019.25,-126.71125
Estonia,2019.3334,-59.47657
Estonia,2019.4166,-36.201883
Estonia,2019.5,66.718794
Estonia,2019.5834,-13.364044
Estonia,2019.6666,149.79118
Estonia,2019.75,85.38635
Estonia,2019.8334,-134.48669
Estonia,2019.9166,109.40604
Estonia,2020,368.08398
Estonia,2020.0834,345.11957
Estonia,2020.1666,190.117
Estonia,2020.25,65.130845
Estonia,2020.3334,52.645538
Estonia,2020.4166,-64.17133
Estonia,2020.5,148.2795
Estonia,2020.5834,38.541604
Estonia,2020.6666,112.55501
Estonia,2020.75,-64.91917
Estonia,2020.8334,208.93064
Estonia,2020.9166,-36.88774
Estonia,2021,-125.20175
Estonia,2021.0834,-123.35656
Estonia,2021.1666,-28.216062
Estonia,2021.25,69.62598
Estonia,2021.3334,-92.817985
Estonia,2021.4166,-40.5646
Estonia,2021.5,-69.53222
Estonia,2021.5834,57.576977
Estonia,2021.6666,-60.026623
Estonia,2021.75,121.13166
Estonia,2021.8334,178.9206
Estonia,2021.9166,5.747037
Estonia,2022,160.27264
Estonia,2022.0834,333.01252
Estonia,2022.1666,54.244727
Estonia,2022.25,-73.86309
Estonia,2022.3334,-44.267897
Estonia,2022.4166,63.63978
Estonia,2022.5,142.85691
Estonia,2022.5834,40.735207
